glossary,term_key,definition,tags,language,text,note,status
QYSEA · FIFISH Add-Ons,onshore-powercharge-source-system-opss,,category:Enhancement,ru,Береговая система электроснабжения (CPSS),,approved
QYSEA · FIFISH Add-Ons,electrical-spool,,category:Enhancement,en,Electrical Spool,,approved
QYSEA · FIFISH Add-Ons,electrical-spool,,category:Enhancement,zh,电动线盘,,approved
QYSEA · FIFISH Add-Ons,electrical-spool,,category:Enhancement,ja,電動スプール,,approved
QYSEA · FIFISH Add-Ons,electrical-spool,,category:Enhancement,es,Carrete eléctrico,,approved
QYSEA · FIFISH Add-Ons,electrical-spool,,category:Enhancement,ko,전동 스풀,,approved
QYSEA · FIFISH Add-Ons,electrical-spool,,category:Enhancement,ru,Электрическая катушка,,approved
QYSEA · FIFISH Add-Ons,q-energy-station,,category:Enhancement,en,Q-Energy Station,,approved
QYSEA · FIFISH Add-Ons,q-energy-station,,category:Enhancement,zh,智能充电管家,,approved
QYSEA · FIFISH Add-Ons,q-energy-station,,category:Enhancement,ja,充電が可能なバッテリーステーション,,approved
QYSEA · FIFISH Add-Ons,q-energy-station,,category:Enhancement,es,Estación de energía Q,,approved
QYSEA · FIFISH Add-Ons,q-energy-station,,category:Enhancement,ko,Q-에너지 스테이션,,approved
QYSEA · FIFISH Add-Ons,q-energy-station,,category:Enhancement,ru,Портативная зарядная станция,,approved
QYSEA · FIFISH Add-Ons,3m-power-tether,,category:Enhancement,en,3m Power Tether,,approved
QYSEA · FIFISH Add-Ons,3m-power-tether,,category:Enhancement,zh,3m测试线缆,,approved
QYSEA · FIFISH Add-Ons,3m-power-tether,,category:Enhancement,ja,3mパワーテザー,,approved
QYSEA · FIFISH Add-Ons,3m-power-tether,,category:Enhancement,es,Cable de alimentación de 3m,,approved
QYSEA · FIFISH Add-Ons,3m-power-tether,,category:Enhancement,ko,3m 전원 테더,,approved
QYSEA · FIFISH Add-Ons,3m-power-tether,,category:Enhancement,ru,3-метровый силовой трос,,approved
QYSEA · FIFISH Add-Ons,propeller-protectors,,category:Enhancement,en,Propeller Protectors,,approved
QYSEA · FIFISH Add-Ons,propeller-protectors,,category:Enhancement,zh,电机保护罩,,approved
QYSEA · FIFISH Add-Ons,propeller-protectors,,category:Enhancement,ja,スラスタープロテクター,,approved
QYSEA · FIFISH Add-Ons,propeller-protectors,,category:Enhancement,es,Protectores de hélice,,approved
QYSEA · FIFISH Add-Ons,propeller-protectors,,category:Enhancement,ko,프로펠러 보호기,,approved
QYSEA · FIFISH Add-Ons,propeller-protectors,,category:Enhancement,ru,Защита пропеллеров,,approved
QYSEA · FIFISH Add-Ons,cavitation-jet-cleaner,,category:Cleaning / 清洁 / 清掃,en,Cavitation Jet Cleaner,,approved
QYSEA · FIFISH Add-Ons,cavitation-jet-cleaner,,category:Cleaning / 清洁 / 清掃,zh,空化射流,,approved
QYSEA · FIFISH Add-Ons,cavitation-jet-cleaner,,category:Cleaning / 清洁 / 清掃,ja,高圧洗浄ツール,,approved
QYSEA · FIFISH Add-Ons,cavitation-jet-cleaner,,category:Cleaning / 清洁 / 清掃,es,Limpiador de chorro de cavitación,,approved
QYSEA · FIFISH Add-Ons,cavitation-jet-cleaner,,category:Cleaning / 清洁 / 清掃,ko,공기 기포 세척기,,approved
QYSEA · FIFISH Add-Ons,cavitation-jet-cleaner,,category:Cleaning / 清洁 / 清掃,ru,Кавитационный струйный очиститель,,approved
QYSEA · FIFISH Add-Ons,electric-cleaning-brush,,category:Cleaning / 清洁 / 清掃,en,Electric Cleaning Brush,,approved
QYSEA · FIFISH Add-Ons,electric-cleaning-brush,,category:Cleaning / 清洁 / 清掃,zh,电动清洁刷,,approved
QYSEA · FIFISH Add-Ons,electric-cleaning-brush,,category:Cleaning / 清洁 / 清掃,ja,電動クリーニングブラシ,,approved
QYSEA · FIFISH Add-Ons,indsusrial-case,,category:Transportation,en,Indsusrial Case,,approved
QYSEA · FIFISH Add-Ons,indsusrial-case,,category:Transportation,zh,工业箱,,approved
QYSEA · FIFISH Add-Ons,indsusrial-case,,category:Transportation,ja,ハードケース,,approved
QYSEA · FIFISH Add-Ons,indsusrial-case,,category:Transportation,es,Maleta Industrial,,approved
QYSEA · FIFISH Add-Ons,indsusrial-case,,category:Transportation,ko,산업용 케이스,,approved
QYSEA · FIFISH Add-Ons,indsusrial-case,,category:Transportation,ru,Промышленный кейс,,approved
QYSEA · FIFISH Add-Ons,waterproof-backpack,,category:Transportation,en,Waterproof Backpack,,approved
QYSEA · FIFISH Add-Ons,waterproof-backpack,,category:Transportation,zh,防水背包,,approved
QYSEA · FIFISH Add-Ons,waterproof-backpack,,category:Transportation,ja,防水バックパック,,approved
QYSEA · FIFISH Add-Ons,waterproof-backpack,,category:Transportation,es,Mochila impermeable,,approved
QYSEA · FIFISH Add-Ons,waterproof-backpack,,category:Transportation,ko,방수 백팩,,approved
QYSEA · FIFISH Add-Ons,waterproof-backpack,,category:Transportation,ru,Водонепроницаемый рюкзак,,approved
QYSEA · FIFISH Add-Ons,controller-cover,,category:Controller,en,Controller Cover,,approved
QYSEA · FIFISH Add-Ons,controller-cover,,category:Controller,zh,遥控器保护套,,approved
QYSEA · FIFISH Add-Ons,controller-cover,,category:Controller,ja,コントローラーカバー,,approved
QYSEA · FIFISH Add-Ons,controller-cover,,category:Controller,es,Funda protectora del control remoto,,approved
QYSEA · FIFISH Add-Ons,controller-cover,,category:Controller,ko,컨트롤러 보호 커버,,approved
QYSEA · FIFISH Add-Ons,controller-cover,,category:Controller,ru,Защитный чехол для контроллера,,approved
QYSEA · FIFISH Add-Ons,controller-sun-hood,,category:Controller,en,Controller Sun Hood,,approved
QYSEA · FIFISH Add-Ons,controller-sun-hood,,category:Controller,zh,遥控器遮光罩,,approved
QYSEA · FIFISH Add-Ons,controller-sun-hood,,category:Controller,ja,送信機モニターフード,,approved
QYSEA · FIFISH Add-Ons,controller-sun-hood,,category:Controller,es,Visera para control remoto,,approved
QYSEA · FIFISH Add-Ons,controller-sun-hood,,category:Controller,ko,컨트롤러 차양,,approved
QYSEA · FIFISH Add-Ons,controller-sun-hood,,category:Controller,ru,Солнцезащитный экран для контроллера,,approved
QYSEA · FIFISH Add-Ons,lightning-to-ethernet-adaptor,,category:Controller,en,Lightning-to-Ethernet Adaptor,,approved
QYSEA · FIFISH Add-Ons,lightning-to-ethernet-adaptor,,category:Controller,zh,转换接口,,approved
QYSEA · FIFISH Add-Ons,lightning-to-ethernet-adaptor,,category:Controller,ja,Lightning–Ethernet アダプタ,,approved
QYSEA · FIFISH Add-Ons,lightning-to-ethernet-adaptor,,category:Controller,es,Adaptador de Lightning a Ethernet,,approved
QYSEA · FIFISH Add-Ons,lightning-to-ethernet-adaptor,,category:Controller,ko,라이트닝-이더넷 어댑터,,approved
QYSEA · FIFISH Add-Ons,lightning-to-ethernet-adaptor,,category:Controller,ru,Адаптер Lightning-to-Ethernet,,approved
QYSEA · FIFISH Add-Ons,q-irc-qysea-industrial-remote-controller,,category:Controller,en,Q-iRC (QYSEA Industrial Remote Controller）,,approved
QYSEA · FIFISH Add-Ons,q-irc-qysea-industrial-remote-controller,,category:Controller,zh,鳍源行业带屏遥控器,,approved
QYSEA · FIFISH Add-Ons,q-irc-qysea-industrial-remote-controller,,category:Controller,ja,Q-iRC 産業用リモートコントローラー,,approved
FIFISH Technical Specifications,dimensions,,category:ROV,en,Dimensions,,approved
FIFISH Technical Specifications,dimensions,,category:ROV,zh,尺寸,,approved
FIFISH Technical Specifications,dimensions,,category:ROV,ja,寸法,,approved
FIFISH Technical Specifications,dimensions,,category:ROV,es,Dimensiones,,approved
FIFISH Technical Specifications,dimensions,,category:ROV,ko,치수,,approved
FIFISH Technical Specifications,dimensions,,category:ROV,ru,Размеры,,approved
FIFISH Technical Specifications,weight,,category:ROV,en,Weight,,approved
FIFISH Technical Specifications,weight,,category:ROV,zh,重量,,approved
FIFISH Technical Specifications,weight,,category:ROV,ja,重量,,approved
FIFISH Technical Specifications,weight,,category:ROV,es,Peso,,approved
FIFISH Technical Specifications,weight,,category:ROV,ko,무게,,approved
FIFISH Technical Specifications,weight,,category:ROV,ru,Вес,,approved
FIFISH Technical Specifications,depth-rating,,category:ROV,en,Depth Rating,,approved
FIFISH Technical Specifications,depth-rating,,category:ROV,zh,深度,,approved
FIFISH Technical Specifications,depth-rating,,category:ROV,ja,最大深度,,approved
FIFISH Technical Specifications,depth-rating,,category:ROV,es,Rango de profundidad,,approved
FIFISH Technical Specifications,depth-rating,,category:ROV,ko,수심 등급,,approved
FIFISH Technical Specifications,depth-rating,,category:ROV,ru,Глубина погружения,,approved
FIFISH Technical Specifications,payload,,category:ROV,en,Payload,,approved
FIFISH Technical Specifications,payload,,category:ROV,zh,负载,,approved
FIFISH Technical Specifications,payload,,category:ROV,ja,ペイロード,,approved
FIFISH Technical Specifications,payload,,category:ROV,es,Carga útil,,approved
FIFISH Technical Specifications,payload,,category:ROV,ko,페이로드,,approved
FIFISH Technical Specifications,payload,,category:ROV,ru,Полезная нагрузка,,approved
FIFISH Technical Specifications,speed,,category:ROV,en,Speed,,approved
FIFISH Technical Specifications,speed,,category:ROV,zh,静水航速,,approved
FIFISH Technical Specifications,speed,,category:ROV,ja,スピード,,approved
FIFISH Technical Specifications,speed,,category:ROV,es,Velocidad,,approved
FIFISH Technical Specifications,speed,,category:ROV,ko,속도,,approved
FIFISH Technical Specifications,speed,,category:ROV,ru,Скорость,,approved
FIFISH Technical Specifications,propellers,,category:ROV,en,Propellers,,approved
FIFISH Technical Specifications,propellers,,category:ROV,zh,电机,,approved
FIFISH Technical Specifications,propellers,,category:ROV,ja,スラスター,,approved
FIFISH Technical Specifications,propellers,,category:ROV,es,Hélices,,approved
FIFISH Technical Specifications,propellers,,category:ROV,ko,프로펠러,,approved
FIFISH Technical Specifications,propellers,,category:ROV,ru,Пропеллеры,,approved
FIFISH Technical Specifications,operating-temp,,category:ROV,en,Operating Temp.,,approved
FIFISH Technical Specifications,operating-temp,,category:ROV,zh,工作温度,,approved
FIFISH Technical Specifications,operating-temp,,category:ROV,ja,動作温度,,approved
FIFISH Technical Specifications,operating-temp,,category:ROV,es,Temperatura de funcionamiento,,approved
FIFISH Technical Specifications,operating-temp,,category:ROV,ko,작동 온도,,approved
FIFISH Technical Specifications,operating-temp,,category:ROV,ru,Рабочая температура,,approved
FIFISH Technical Specifications,power,,category:ROV,en,Power,,approved
FIFISH Technical Specifications,power,,category:ROV,zh,电力,,approved
FIFISH Technical Specifications,power,,category:ROV,ja,電力,,approved
FIFISH Technical Specifications,power,,category:ROV,es,Potencia,,approved
FIFISH Technical Specifications,power,,category:ROV,ko,전력,,approved
FIFISH Technical Specifications,power,,category:ROV,ru,Мощность,,approved
FIFISH Technical Specifications,navigation,,category:ROV,en,Navigation,,approved
FIFISH Technical Specifications,navigation,,category:ROV,zh,导航,,approved
FIFISH Technical Specifications,navigation,,category:ROV,ja,ナビゲーション,,approved
FIFISH Technical Specifications,navigation,,category:ROV,es,Navegación,,approved
FIFISH Technical Specifications,navigation,,category:ROV,ko,내비게이션,,approved
FIFISH Technical Specifications,navigation,,category:ROV,ru,Навигация,,approved
FIFISH Technical Specifications,downward-dvl,,category:Sensors,en,Downward DVL,,approved
FIFISH Technical Specifications,downward-dvl,,category:Sensors,zh,下向Q-DVL,,approved
FIFISH Technical Specifications,downward-dvl,,category:Sensors,ja,下方Q-DVL,,approved
FIFISH Technical Specifications,downward-dvl,,category:Sensors,es,Q-DVL descendente,,approved
FIFISH Technical Specifications,downward-dvl,,category:Sensors,ko,하향 Q-DVL,,approved
FIFISH Technical Specifications,downward-dvl,,category:Sensors,ru,Нижний DVL,,approved
FIFISH Technical Specifications,forward-dvl,,category:Sensors,en,Forward DVL,,approved
FIFISH Technical Specifications,forward-dvl,,category:Sensors,zh,前向Q-DVL,,approved
FIFISH Technical Specifications,forward-dvl,,category:Sensors,ja,前方Q-DVL,,approved
FIFISH Technical Specifications,forward-dvl,,category:Sensors,es,Q-DVL frontal,,approved
FIFISH Technical Specifications,forward-dvl,,category:Sensors,ko,전방 Q-DVL,,approved
FIFISH Technical Specifications,forward-dvl,,category:Sensors,ru,Передний DVL,,approved
FIFISH Technical Specifications,gyroscope,,category:Sensors,en,Gyroscope,,approved
FIFISH Technical Specifications,gyroscope,,category:Sensors,zh,陀螺仪,,approved
FIFISH Technical Specifications,gyroscope,,category:Sensors,ja,ジャイロスコープ,,approved
FIFISH Technical Specifications,gyroscope,,category:Sensors,es,Giroscopio,,approved
FIFISH Technical Specifications,gyroscope,,category:Sensors,ko,자이로스코프,,approved
FIFISH Technical Specifications,gyroscope,,category:Sensors,ru,Гироскоп,,approved
FIFISH Technical Specifications,accelerometer,,category:Sensors,en,Accelerometer,,approved
FIFISH Technical Specifications,accelerometer,,category:Sensors,zh,加速度计,,approved
FIFISH Technical Specifications,accelerometer,,category:Sensors,ja,加速度計,,approved
FIFISH Technical Specifications,accelerometer,,category:Sensors,es,Acelerómetro,,approved
FIFISH Technical Specifications,accelerometer,,category:Sensors,ko,가속도계,,approved
FIFISH Technical Specifications,accelerometer,,category:Sensors,ru,Акселерометр,,approved
FIFISH Technical Specifications,magnetometer,,category:Sensors,en,Magnetometer,,approved
FIFISH Technical Specifications,magnetometer,,category:Sensors,zh,磁力计,,approved
FIFISH Technical Specifications,magnetometer,,category:Sensors,ja,磁力計,,approved
FIFISH Technical Specifications,magnetometer,,category:Sensors,es,Magnetómetro,,approved
FIFISH Technical Specifications,magnetometer,,category:Sensors,ko,자기계,,approved
FIFISH Technical Specifications,magnetometer,,category:Sensors,ru,Магнитометр,,approved
FIFISH Technical Specifications,depth-sensor,,category:Sensors,en,Depth Sensor,,approved
FIFISH Technical Specifications,depth-sensor,,category:Sensors,zh,深度传感器,,approved
FIFISH Technical Specifications,depth-sensor,,category:Sensors,ja,深度センサー,,approved
FIFISH Technical Specifications,depth-sensor,,category:Sensors,es,Sensor de profundidad,,approved
FIFISH Technical Specifications,depth-sensor,,category:Sensors,ko,수심 센서,,approved
FIFISH Technical Specifications,depth-sensor,,category:Sensors,ru,Датчик глубины,,approved
FIFISH Technical Specifications,altimeter-echosounder,,category:Sensors,en,Altimeter / Echosounder,,approved
FIFISH Technical Specifications,altimeter-echosounder,,category:Sensors,zh,下向声纳,,approved
FIFISH Technical Specifications,altimeter-echosounder,,category:Sensors,ja,下方ソナー,,approved
FIFISH Technical Specifications,altimeter-echosounder,,category:Sensors,es,Altímetro / Ecosonda,,approved
FIFISH Technical Specifications,altimeter-echosounder,,category:Sensors,ko,고도계 / 에코 사운더,,approved
FIFISH Technical Specifications,altimeter-echosounder,,category:Sensors,ru,Альтиметр / Эхолот,,approved
FIFISH Technical Specifications,temperature-sensor,,category:Sensors,en,Temperature Sensor,,approved
FIFISH Technical Specifications,temperature-sensor,,category:Sensors,zh,温度传感器,,approved
FIFISH Technical Specifications,temperature-sensor,,category:Sensors,ja,温度センサー,,approved
FIFISH Technical Specifications,temperature-sensor,,category:Sensors,es,Sensor de temperatura,,approved
FIFISH Technical Specifications,temperature-sensor,,category:Sensors,ko,온도 센서,,approved
FIFISH Technical Specifications,temperature-sensor,,category:Sensors,ru,Датчик температуры,,approved
FIFISH Technical Specifications,laser-scaler,,category:Sensors,en,Laser Scaler,,approved
FIFISH Technical Specifications,laser-scaler,,category:Sensors,zh,激光标尺,,approved
FIFISH Technical Specifications,laser-scaler,,category:Sensors,ja,レーザースケーラー,,approved
FIFISH Technical Specifications,laser-scaler,,category:Sensors,es,Escalador láser,,approved
FIFISH Technical Specifications,laser-scaler,,category:Sensors,ko,레이저 스케일러,,approved
FIFISH Technical Specifications,laser-scaler,,category:Sensors,ru,Лазерный измеритель,,approved
FIFISH Technical Specifications,dimensions,,category:Q-DVL,en,Dimensions,,approved
FIFISH Technical Specifications,dimensions,,category:Q-DVL,zh,尺寸,,approved
FIFISH Technical Specifications,dimensions,,category:Q-DVL,ja,寸法,,approved
FIFISH Technical Specifications,dimensions,,category:Q-DVL,es,Dimensiones,,approved
FIFISH Technical Specifications,dimensions,,category:Q-DVL,ko,치수,,approved
FIFISH Technical Specifications,dimensions,,category:Q-DVL,ru,Размеры,,approved
FIFISH Technical Specifications,weight,,category:Q-DVL,en,Weight,,approved
FIFISH Technical Specifications,weight,,category:Q-DVL,zh,重量,,approved
FIFISH Technical Specifications,weight,,category:Q-DVL,ja,重量,,approved
FIFISH Technical Specifications,weight,,category:Q-DVL,es,Peso,,approved
FIFISH Technical Specifications,weight,,category:Q-DVL,ko,무게,,approved
FIFISH Technical Specifications,weight,,category:Q-DVL,ru,Вес,,approved
FIFISH Technical Specifications,velocity-resolution,,category:Q-DVL,en,Velocity Resolution,,approved
FIFISH Technical Specifications,velocity-resolution,,category:Q-DVL,zh,速度分辨率,,approved
FIFISH Technical Specifications,velocity-resolution,,category:Q-DVL,ja,速度分解能,,approved
FIFISH Technical Specifications,velocity-resolution,,category:Q-DVL,es,Resolución de velocidad,,approved
FIFISH Technical Specifications,velocity-resolution,,category:Q-DVL,ko,속도 해상도,,approved
FIFISH Technical Specifications,velocity-resolution,,category:Q-DVL,ru,Разрешение скорости,,approved
FIFISH Technical Specifications,communication,,category:Q-DVL,en,Communication,,approved
FIFISH Technical Specifications,communication,,category:Q-DVL,zh,通信,,approved
FIFISH Technical Specifications,communication,,category:Q-DVL,ja,通信,,approved
FIFISH Technical Specifications,communication,,category:Q-DVL,es,Comunicación,,approved
FIFISH Technical Specifications,communication,,category:Q-DVL,ko,통신,,approved
FIFISH Technical Specifications,communication,,category:Q-DVL,ru,Связь,,approved
FIFISH Technical Specifications,min-altitude,,category:Q-DVL,en,Min. Altitude,,approved
FIFISH Technical Specifications,min-altitude,,category:Q-DVL,zh,最小高度,,approved
FIFISH Technical Specifications,min-altitude,,category:Q-DVL,ja,最低高度,,approved
FIFISH Technical Specifications,min-altitude,,category:Q-DVL,es,Altitud mínima,,approved
FIFISH Technical Specifications,min-altitude,,category:Q-DVL,ko,최소 고도,,approved
FIFISH Technical Specifications,min-altitude,,category:Q-DVL,ru,Минимальная высота,,approved
FIFISH Technical Specifications,max-altitude,,category:Q-DVL,en,Max. Altitude,,approved
FIFISH Technical Specifications,max-altitude,,category:Q-DVL,zh,最大高度,,approved
FIFISH Technical Specifications,max-altitude,,category:Q-DVL,ja,最高高度,,approved
FIFISH Technical Specifications,max-altitude,,category:Q-DVL,es,Altitud máxima,,approved
FIFISH Technical Specifications,max-altitude,,category:Q-DVL,ko,최대 고도,,approved
FIFISH Technical Specifications,max-altitude,,category:Q-DVL,ru,Максимальная высота,,approved
FIFISH Technical Specifications,sensor,,category:Camera,en,Sensor,,approved
FIFISH Technical Specifications,sensor,,category:Camera,zh,传感器,,approved
FIFISH Technical Specifications,sensor,,category:Camera,ja,センサー,,approved
FIFISH Technical Specifications,sensor,,category:Camera,es,Sensor,,approved
FIFISH Technical Specifications,sensor,,category:Camera,ko,센서,,approved
FIFISH Technical Specifications,sensor,,category:Camera,ru,Датчик,,approved
FIFISH Technical Specifications,pixels,,category:Camera,en,Pixels,,approved
FIFISH Technical Specifications,pixels,,category:Camera,zh,有效像素,,approved
FIFISH Technical Specifications,pixels,,category:Camera,ja,有効ピクセル,,approved
FIFISH Technical Specifications,pixels,,category:Camera,es,Píxeles,,approved
FIFISH Technical Specifications,pixels,,category:Camera,ko,픽셀,,approved
FIFISH Technical Specifications,pixels,,category:Camera,ru,Пиксели,,approved
FIFISH Technical Specifications,aperture,,category:Camera,en,Aperture,,approved
FIFISH Technical Specifications,aperture,,category:Camera,zh,光圈,,approved
FIFISH Technical Specifications,aperture,,category:Camera,ja,絞り,,approved
FIFISH Technical Specifications,aperture,,category:Camera,es,Apertura,,approved
FIFISH Technical Specifications,aperture,,category:Camera,ko,조리개,,approved
FIFISH Technical Specifications,aperture,,category:Camera,ru,Диафрагма,,approved
FIFISH Technical Specifications,field-of-view,,category:Camera,en,Field of View,,approved
FIFISH Technical Specifications,field-of-view,,category:Camera,zh,水下视场角 (FOV),,approved
FIFISH Technical Specifications,field-of-view,,category:Camera,ja,FOV (水中),,approved
FIFISH Technical Specifications,field-of-view,,category:Camera,es,Campo de visión,,approved
FIFISH Technical Specifications,field-of-view,,category:Camera,ko,시야각,,approved
FIFISH Technical Specifications,field-of-view,,category:Camera,ru,Угол обзора,,approved
FIFISH Technical Specifications,focus-range,,category:Camera,en,Focus Range,,approved
FIFISH Technical Specifications,focus-range,,category:Camera,zh,对焦范围,,approved
FIFISH Technical Specifications,focus-range,,category:Camera,ja,フォーカス範囲,,approved
FIFISH Technical Specifications,focus-range,,category:Camera,es,Rango de enfoque,,approved
FIFISH Technical Specifications,focus-range,,category:Camera,ko,초점 거리,,approved
FIFISH Technical Specifications,focus-range,,category:Camera,ru,Диапазон фокусировки,,approved
FIFISH Technical Specifications,shutter-speed,,category:Camera,en,Shutter Speed,,approved
FIFISH Technical Specifications,shutter-speed,,category:Camera,zh,快门速度,,approved
FIFISH Technical Specifications,shutter-speed,,category:Camera,ja,シャッタースピード,,approved
FIFISH Technical Specifications,shutter-speed,,category:Camera,es,Velocidad de obturación,,approved
FIFISH Technical Specifications,shutter-speed,,category:Camera,ko,셔터 속도,,approved
FIFISH Technical Specifications,shutter-speed,,category:Camera,ru,Скорость затвора,,approved
FIFISH Technical Specifications,burst-shooting,,category:Camera,en,Burst Shooting,,approved
FIFISH Technical Specifications,burst-shooting,,category:Camera,zh,连拍,,approved
FIFISH Technical Specifications,burst-shooting,,category:Camera,ja,連写,,approved
FIFISH Technical Specifications,burst-shooting,,category:Camera,es,Disparo en ráfaga,,approved
FIFISH Technical Specifications,burst-shooting,,category:Camera,ko,연사,,approved
FIFISH Technical Specifications,burst-shooting,,category:Camera,ru,Серийная съемка,,approved
FIFISH Technical Specifications,iso,,category:Camera,en,ISO,,approved
FIFISH Technical Specifications,iso,,category:Camera,zh,ISO,,approved
FIFISH Technical Specifications,iso,,category:Camera,ja,ISO,,approved
FIFISH Technical Specifications,iso,,category:Camera,es,ISO,,approved
FIFISH Technical Specifications,iso,,category:Camera,ko,ISO,,approved
FIFISH Technical Specifications,iso,,category:Camera,ru,ISO,,approved
FIFISH Technical Specifications,white-balance,,category:Camera,en,White Balance,,approved
FIFISH Technical Specifications,white-balance,,category:Camera,zh,白平衡,,approved
FIFISH Technical Specifications,white-balance,,category:Camera,ja,ホワイトバランス,,approved
FIFISH Technical Specifications,white-balance,,category:Camera,es,Balance de blancos,,approved
FIFISH Technical Specifications,white-balance,,category:Camera,ko,화이트 밸런스,,approved
FIFISH Technical Specifications,white-balance,,category:Camera,ru,Баланс белого,,approved
FIFISH Technical Specifications,exposure-compensation,,category:Camera,en,Exposure Compensation,,approved
FIFISH Technical Specifications,exposure-compensation,,category:Camera,zh,曝光补偿,,approved
FIFISH Technical Specifications,exposure-compensation,,category:Camera,ja,露出補正,,approved
FIFISH Technical Specifications,exposure-compensation,,category:Camera,es,Compensación de exposición,,approved
FIFISH Technical Specifications,exposure-compensation,,category:Camera,ko,노출 보정,,approved
FIFISH Technical Specifications,exposure-compensation,,category:Camera,ru,Компенсация экспозиции,,approved
FIFISH Technical Specifications,photo-resolution,,category:Camera,en,Photo Resolution,,approved
FIFISH Technical Specifications,photo-resolution,,category:Camera,zh,图片分辨率,,approved
FIFISH Technical Specifications,photo-resolution,,category:Camera,ja,画像解像度,,approved
FIFISH Technical Specifications,photo-resolution,,category:Camera,es,Resolución de foto,,approved
FIFISH Technical Specifications,photo-resolution,,category:Camera,ko,사진 해상도,,approved
FIFISH Technical Specifications,photo-resolution,,category:Camera,ru,Разрешение фото,,approved
FIFISH Technical Specifications,photo-format,,category:Camera,en,Photo Format,,approved
FIFISH Technical Specifications,photo-format,,category:Camera,zh,图片制式,,approved
FIFISH Technical Specifications,photo-format,,category:Camera,ja,画像フォーマット,,approved
FIFISH Technical Specifications,photo-format,,category:Camera,es,Formato de foto,,approved
FIFISH Technical Specifications,photo-format,,category:Camera,ko,사진 포맷,,approved
FIFISH Technical Specifications,photo-format,,category:Camera,ru,Формат фото,,approved
FIFISH Technical Specifications,video-resolution,,category:Camera,en,Video Resolution,,approved
FIFISH Technical Specifications,video-resolution,,category:Camera,zh,视频分辨率,,approved
FIFISH Technical Specifications,video-resolution,,category:Camera,ja,動画解像度,,approved
FIFISH Technical Specifications,video-resolution,,category:Camera,es,Resolución de video,,approved
FIFISH Technical Specifications,video-resolution,,category:Camera,ko,비디오 해상도,,approved
FIFISH Technical Specifications,video-resolution,,category:Camera,ru,Разрешение видео,,approved
FIFISH Technical Specifications,video-encode,,category:Camera,en,Video Encode,,approved
FIFISH Technical Specifications,video-encode,,category:Camera,zh,编码制式,,approved
FIFISH Technical Specifications,video-encode,,category:Camera,ja,エンコード方式,,approved
FIFISH Technical Specifications,video-encode,,category:Camera,es,Codificación de video,,approved
FIFISH Technical Specifications,video-encode,,category:Camera,ko,비디오 인코딩,,approved
FIFISH Technical Specifications,video-encode,,category:Camera,ru,Кодирование видео,,approved
FIFISH Technical Specifications,video-format,,category:Camera,en,Video Format,,approved
FIFISH Technical Specifications,video-format,,category:Camera,zh,视频制式,,approved
FIFISH Technical Specifications,video-format,,category:Camera,ja,ビデオフォーマット,,approved
FIFISH Technical Specifications,video-format,,category:Camera,es,Formato de video,,approved
FIFISH Technical Specifications,video-format,,category:Camera,ko,비디오 포맷,,approved
FIFISH Technical Specifications,video-format,,category:Camera,ru,Формат видео,,approved
FIFISH Technical Specifications,stabilization,,category:Camera,en,Stabilization,,approved
FIFISH Technical Specifications,stabilization,,category:Camera,zh,稳定性,,approved
FIFISH Technical Specifications,stabilization,,category:Camera,ja,手ブレ防止機能,,approved
FIFISH Technical Specifications,stabilization,,category:Camera,es,Estabilización,,approved
FIFISH Technical Specifications,stabilization,,category:Camera,ko,안정화,,approved
FIFISH Technical Specifications,stabilization,,category:Camera,ru,Стабилизация,,approved
FIFISH Technical Specifications,color-system,,category:Camera,en,Color System,,approved
FIFISH Technical Specifications,color-system,,category:Camera,zh,色彩系统,,approved
FIFISH Technical Specifications,color-system,,category:Camera,ja,ビデオフォーマット,,approved
FIFISH Technical Specifications,color-system,,category:Camera,es,Sistema de color,,approved
FIFISH Technical Specifications,color-system,,category:Camera,ko,색상 시스템,,approved
FIFISH Technical Specifications,color-system,,category:Camera,ru,Цветовая система,,approved
FIFISH Technical Specifications,internal-storage,,category:Camera,en,Internal Storage,,approved
FIFISH Technical Specifications,internal-storage,,category:Camera,zh,内置存储,,approved
FIFISH Technical Specifications,internal-storage,,category:Camera,ja,ストレージサイズ,,approved
FIFISH Technical Specifications,internal-storage,,category:Camera,es,Almacenamiento interno,,approved
FIFISH Technical Specifications,internal-storage,,category:Camera,ko,내부 저장소,,approved
FIFISH Technical Specifications,internal-storage,,category:Camera,ru,Встроенная память,,approved
FIFISH Technical Specifications,ai-vision-functionality,,category:Camera,en,AI Vision Functionality,,approved
FIFISH Technical Specifications,ai-vision-functionality,,category:Camera,zh,AI 视觉功能,,approved
FIFISH Technical Specifications,ai-vision-functionality,,category:Camera,ja,AIカメラ機能,,approved
FIFISH Technical Specifications,ai-vision-functionality,,category:Camera,es,Funcionalidad de visión AI,,approved
FIFISH Technical Specifications,ai-vision-functionality,,category:Camera,ko,AI 비전 기능,,approved
FIFISH Technical Specifications,ai-vision-functionality,,category:Camera,ru,Функциональные возможности искусственного зрения,,approved
FIFISH Technical Specifications,brightness,,category:Lighting,en,Brightness,,approved
FIFISH Technical Specifications,brightness,,category:Lighting,zh,亮度,,approved
FIFISH Technical Specifications,brightness,,category:Lighting,ja,輝度,,approved
FIFISH Technical Specifications,brightness,,category:Lighting,es,Brillo,,approved
